0,0,4,1,3,1,1,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,3,2,0,11,1,4,1,3,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,1,2,0,2,0,4,4,1,3,2,1,3,0,0,0,1,0,0,2,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0
0,0,2,1,0,1,2,2,3,3,2,0,0,0,1,0,2,5,6,3,1,1,0,1,0,4,0,0,0,1,0,0,0,0,0
2,5,2,3,0,2,1,1,1,3,1,5,1,0,0,0,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,1,0,1,6,2,4,5,8,4,0,1,0,3,2,0,0,0,2,0,0,2,0,1,2,0,1,0,0,0,0,0,0
3,1,2,7,2,2,2,1,4,0,5,3,1,1,0,1,2,6,2,3,2,0,0,1,0,1,0,0,0,0,4,1,0,0,0
9,26,6,0,1,5,0,2,1,3,11,9,1,0,0,0,1,4,1,4,2,1,2,1,1,1,0,1,0,1,0,0,2,2,0
2,5,10,11,22,0,2,2,4,8,11,6,3,3,5,1,0,1,2,1,1,1,0,0,1,0,1,0,0,3,0,0,0,1,1
0,2,4,2,10,9,12,5,7,6,6,7,8,5,6,7,4,0,1,1,0,5,3,2,1,1,0,0,0,3,0,0,1,1,0
2,3,1,5,2,5,10,19,5,10,8,11,4,5,14,7,6,5,5,4,5,6,3,2,1,1,0,1,0,1,2,1,2,1,0
1,3,0,4,3,3,2,12,4,9,16,11,13,10,26,7,7,1,0,1,4,1,4,0,2,5,4,1,1,1,1,1,0,0,0
1,7,2,2,1,4,0,5,2,6,2,20,19,15,31,15,8,1,3,5,7,5,1,3,1,4,1,0,0,0,1,1,2,0,0
0,0,0,7,3,4,0,5,6,5,0,4,12,20,12,12,20,3,7,11,7,7,3,4,4,3,1,2,0,0,0,0,0,0,0
1,0,1,0,1,2,5,5,12,1,6,6,6,18,9,2,4,0,5,3,1,3,0,4,4,2,4,1,3,0,0,0,1,1,0
5,1,2,3,1,3,3,1,1,7,1,0,8,17,4,5,7,2,5,1,1,0,0,1,3,1,4,3,1,2,0,0,0,0,5
1,0,0,1,0,4,0,1,0,1,3,10,5,11,1,5,4,6,5,2,0,3,2,1,1,1,0,5,5,1,2,0,0,0,0
0,1,0,1,0,3,1,3,2,1,2,2,4,2,7,5,9,3,5,2,1,2,4,4,2,0,0,1,0,1,1,2,1,0,1
0,0,0,0,1,5,4,2,1,3,0,2,6,3,2,10,4,2,4,4,5,3,2,2,0,0,0,0,1,1,1,0,1,0,1
0,4,0,1,0,1,4,4,6,2,0,0,5,5,0,3,4,3,2,5,10,4,3,0,2,0,0,0,0,1,0,0,0,0,0
3,0,0,0,1,0,0,1,0,5,4,3,2,1,5,3,7,3,1,5,6,4,2,1,1,0,0,2,1,0,3,0,0,0,0
1,0,0,0,0,0,0,2,0,0,0,9,0,1,5,2,4,3,7,13,3,7,1,0,0,0,0,2,1,1,1,1,0,0,1
0,1,0,0,1,1,0,1,0,0,1,8,1,0,1,2,6,0,1,1,4,6,4,3,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,2,3,1,1,3,2,4,0,0,0,1,6,0,3,0,0,0,0,1,0,0,0,0,1,0
0,1,0,0,0,0,1,0,0,1,1,3,2,2,0,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0
