16,17,14,15,25,20,17,25,21,31,45,26,38,32,0,0,32,18,21,33,11,0,41,37,28,34,21,15,13,30,0,11,30,76,0
28,15,23,24,35,19,21,31,42,33,20,18,24,0,52,35,14,34,55,29,39,15,21,46,42,31,20,20,30,50,13,24,0,36,0
25,32,20,29,22,20,25,29,18,39,29,41,30,0,0,0,43,20,30,32,40,53,24,34,40,26,16,23,50,0,16,27,54,39,0
31,23,32,29,34,34,30,21,50,24,24,25,30,42,47,64,26,40,53,67,47,33,27,27,48,29,28,29,35,36,59,16,34,58,0
19,31,30,25,34,18,24,32,31,27,24,27,19,37,0,41,31,35,34,23,50,46,44,47,0,28,23,0,48,24,27,55,68,61,70
25,25,25,36,25,26,33,27,28,24,22,35,4,28,0,41,40,29,29,22,39,27,38,39,59,50,52,56,64,0,49,0,31,0,0
29,26,18,19,23,39,22,21,19,15,35,23,25,0,43,32,27,23,33,25,17,35,13,58,41,20,0,58,50,45,50,88,0,0,44
29,33,25,17,23,29,16,28,22,46,28,32,25,58,43,62,34,23,26,28,28,21,22,26,31,20,0,61,13,24,21,82,83,95,0
49,42,40,36,27,29,23,26,38,27,25,23,25,32,25,49,0,20,31,27,19,21,28,27,29,12,11,30,32,30,20,23,31,83,56
28,27,25,31,27,38,35,26,28,18,23,23,20,35,31,36,45,21,24,34,25,32,40,44,25,32,68,36,26,26,16,23,32,15,0
33,20,21,28,25,23,21,26,31,27,28,22,20,25,22,25,20,47,46,32,22,20,39,31,35,45,33,28,27,27,27,24,28,37,48
22,23,22,37,24,23,20,33,23,22,24,22,24,20,30,21,25,22,38,18,25,22,24,26,31,22,28,36,33,33,37,25,29,24,37
18,23,25,41,27,33,18,33,14,24,18,23,29,25,28,23,30,40,24,27,24,24,23,23,24,21,33,0,0,17,34,33,35,30,47
28,17,26,25,27,26,21,38,17,23,17,19,20,27,22,21,22,32,22,20,26,22,25,28,28,41,35,42,47,11,14,0,59,45,64
33,27,21,16,34,24,29,18,20,33,20,25,24,31,23,21,20,27,21,17,18,15,27,19,46,38,32,33,23,17,33,44,34,14,70
41,32,27,32,24,42,17,17,15,31,31,22,24,27,27,31,22,28,22,28,24,26,26,38,52,31,28,28,21,21,27,39,28,19,59
17,20,13,27,14,36,25,31,26,16,27,24,25,26,20,21,19,21,21,26,25,25,29,61,16,33,32,25,19,24,32,36,34,34,83
59,51,34,30,33,28,21,31,19,14,25,13,19,23,28,21,12,20,23,18,24,28,26,21,11,0,77,14,13,0,25,34,24,21,34
11,48,27,12,18,41,33,21,24,21,31,26,24,18,25,25,22,21,29,17,24,28,40,20,26,38,0,20,30,26,45,41,48,43,83
19,28,45,28,34,30,53,39,29,23,26,21,33,26,28,22,26,28,29,26,27,23,25,27,44,0,53,7,26,18,30,37,28,40,77
24,24,0,26,27,0,21,46,30,31,40,44,48,44,29,32,30,30,17,18,23,21,20,32,23,0,17,24,39,0,22,23,57,0,58
16,8,0,18,0,14,16,33,30,14,28,27,33,28,19,19,32,30,22,33,30,22,20,46,0,0,18,35,42,71,36,53,46,70,37
43,22,10,30,0,26,23,25,0,17,20,24,17,25,28,20,36,21,35,23,20,22,25,26,24,0,0,4,24,0,43,39,20,0,0
0,52,0,16,23,34,38,19,0,16,22,29,21,24,26,11,28,22,44,26,27,25,25,33,0,0,0,49,32,24,27,24,34,19,91
0,7,0,0,0,29,32,0,41,28,18,33,27,20,30,19,46,26,38,24,28,19,18,21,0,0,0,46,0,59,17,30,39,62,0
