1,3,11,7,21,21,22,6,11,7,3,6,13,8,0,0,0,10,0,1,1,1,0,3,1,4,1,1,1,0,1,0,0,0,0
2,5,5,14,9,13,52,8,51,13,4,7,9,0,3,2,9,9,6,2,3,2,5,1,3,0,1,0,1,0,0,0,0,0,0
3,12,9,24,14,9,33,44,3,25,23,13,8,0,0,0,8,1,4,10,8,7,3,3,2,10,2,3,0,1,1,2,0,2,0
14,3,19,8,4,11,16,31,25,27,8,2,13,2,10,4,21,18,15,10,12,4,3,1,1,6,9,3,9,0,2,0,1,0,0
17,10,33,30,9,18,21,2,16,54,21,27,16,2,0,3,15,11,6,2,14,12,10,9,0,7,0,0,0,1,0,1,5,1,1
15,30,5,8,10,19,34,8,21,39,44,5,2,5,0,11,5,21,3,2,12,5,2,9,10,14,5,5,2,0,1,0,0,0,0
29,32,34,37,27,31,1,12,21,15,60,28,9,5,0,33,35,13,4,17,15,2,3,3,2,2,0,4,8,6,8,2,0,0,0
54,110,27,4,9,58,26,20,12,40,104,57,43,5,0,6,24,22,12,15,16,3,12,2,8,2,0,3,0,0,1,7,8,1,0
18,22,78,72,119,37,16,33,55,42,84,44,41,31,11,28,1,3,10,15,8,9,14,7,10,2,1,8,1,3,1,1,0,5,8
6,6,10,6,54,116,120,68,48,26,57,89,58,39,63,74,33,1,11,25,21,11,26,20,12,0,1,5,3,6,1,10,7,5,0
7,25,24,31,44,31,77,184,95,72,50,80,26,62,158,44,33,27,55,33,36,29,11,17,22,9,14,5,0,0,2,2,5,4,2
6,17,18,41,26,49,40,106,49,98,106,96,57,86,97,43,71,23,10,10,34,23,28,9,6,11,13,4,6,6,6,2,2,3,2
21,52,34,21,11,16,4,40,13,55,63,169,106,122,181,142,63,26,15,31,51,41,31,20,16,9,16,0,0,1,3,4,7,3,2
2,8,12,42,16,28,40,72,42,62,30,35,72,141,76,124,118,18,57,67,70,39,24,18,27,17,5,6,3,1,3,0,2,0,1
8,8,9,8,25,23,35,60,98,30,55,43,44,103,66,40,54,15,29,14,15,6,11,18,15,19,24,15,9,2,2,0,1,0,0
15,20,18,9,33,27,13,14,26,65,35,22,84,100,27,37,72,27,14,12,3,3,5,17,26,18,26,18,15,22,3,0,3,0,3
14,5,5,6,7,33,6,10,14,9,26,54,49,91,16,41,41,32,33,30,12,10,8,7,5,7,11,26,15,6,11,3,1,1,3
2,7,2,4,3,24,7,26,26,25,21,25,46,57,50,39,41,31,39,27,20,28,27,5,1,0,7,1,17,5,9,2,8,0,3
0,10,3,9,2,26,22,19,7,46,21,26,75,29,27,79,63,25,46,16,39,49,22,9,5,0,1,9,4,3,5,0,1,0,1
2,16,4,9,4,7,27,26,55,11,5,11,71,23,12,65,85,22,31,25,49,14,7,7,8,0,0,0,6,5,9,1,0,2,2
6,5,0,1,0,0,2,10,8,25,24,42,38,21,38,33,76,34,20,36,36,22,13,6,3,1,0,3,2,1,6,4,3,0,2
0,0,0,5,0,7,4,9,4,8,5,41,4,3,19,12,46,12,38,76,46,32,6,7,0,1,4,12,4,1,7,2,3,0,1
0,2,1,3,2,3,4,9,0,1,11,73,13,17,14,15,45,15,21,27,31,29,27,32,1,0,0,3,3,0,1,0,0,0,0
0,1,0,2,4,1,3,0,0,3,7,37,10,15,22,25,39,6,2,2,11,20,8,27,0,1,0,2,1,0,3,0,1,1,1
1,2,0,0,0,2,2,0,0,8,19,23,21,8,15,2,14,2,0,3,6,8,10,5,0,0,1,0,3,3,2,1,1,0,0
