0,0,2,1,1,5,5,0,4,1,0,0,4,3,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,5,0,4,6,1,2,2,0,1,1,0,0,2,1,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2,5,0,2,0,1,3,3,0,1,4,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0
2,1,1,1,3,1,0,6,3,1,2,0,1,1,2,1,6,0,1,3,1,4,0,1,0,3,2,3,1,0,0,0,0,0,0
3,5,2,3,2,2,1,0,3,2,5,4,2,1,0,1,3,4,1,0,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0
1,3,0,2,1,2,3,2,1,0,6,2,1,0,0,2,0,1,1,0,4,2,0,0,1,7,4,1,3,0,0,0,0,0,0
8,3,3,3,4,4,6,4,4,1,6,6,2,0,0,1,3,2,2,1,2,0,0,2,0,0,0,2,0,1,2,0,0,0,0
16,16,3,2,5,5,7,3,5,3,20,5,1,0,0,1,1,1,1,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,8,10,11,26,1,2,4,7,8,12,5,6,9,3,3,0,0,3,4,0,3,0,0,2,2,0,2,2,0,0,1,0,2,0
1,1,4,1,7,12,9,11,6,4,11,6,2,6,7,7,1,0,1,4,5,1,4,2,1,0,0,3,2,5,1,1,1,0,0
0,2,1,6,1,3,9,25,10,13,3,9,3,4,25,8,2,3,9,7,3,3,1,2,2,1,4,1,2,4,4,2,3,2,0
3,4,3,3,6,3,4,10,6,16,24,17,9,10,17,5,8,6,5,0,7,8,4,1,1,2,3,2,4,1,1,0,1,1,2
5,5,4,1,2,4,0,5,0,5,6,27,16,20,23,22,5,4,1,3,4,16,15,12,5,3,1,1,0,0,0,0,0,2,0
1,1,5,4,3,1,2,3,4,7,1,6,14,20,14,15,17,4,12,11,13,6,2,3,5,2,1,0,0,0,0,0,0,0,0
1,0,0,1,2,0,1,12,14,2,3,7,6,17,7,4,12,0,6,5,1,1,1,2,1,2,2,4,3,2,0,0,0,0,0
5,1,3,1,4,3,3,0,1,13,4,0,7,7,1,6,9,3,3,2,0,0,0,1,4,0,7,4,0,4,0,2,1,0,0
2,2,0,2,3,4,1,2,2,3,6,6,9,14,1,8,9,5,4,6,4,1,2,0,0,1,0,3,2,4,2,2,2,0,0
0,1,0,3,1,0,1,5,5,3,2,2,5,4,5,5,3,8,5,5,9,4,2,2,0,1,2,1,0,1,2,0,0,0,2
0,1,0,1,0,3,1,3,0,3,0,3,16,3,3,8,4,2,5,3,2,7,2,1,0,0,1,0,1,0,0,0,0,0,0
2,1,1,1,2,0,3,3,3,2,2,0,8,2,2,2,10,1,2,3,12,3,2,2,4,1,0,0,0,1,4,0,0,2,0
1,1,0,0,0,0,1,1,0,3,2,7,3,5,5,4,9,5,2,12,2,0,5,0,2,0,1,0,1,0,3,1,0,0,0
0,0,0,1,0,2,0,2,1,2,3,4,0,1,2,2,4,0,5,6,6,3,0,0,0,0,0,3,0,0,2,1,0,0,1
1,1,0,0,0,1,0,1,0,0,0,2,2,3,1,3,7,4,3,6,5,6,0,5,0,0,0,0,1,0,2,0,0,0,0
0,1,1,0,1,0,1,0,0,1,1,3,2,0,1,2,2,1,0,0,0,2,0,2,1,0,0,1,1,1,2,1,1,0,0
0,0,0,0,0,0,0,0,0,0,2,3,2,4,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
